id,area,time,population,area_km2,area_population_density,foot_traffic,area_type,socially_vulnerable_zone,minorities_zone,student_zone,nightlife_zone,day_of_week,hour,is_weekend,is_night,weather,incident_count
10980,Ülejõe,2026-02-22 09:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,9,1,0,rain,0
10981,Annelinn,2026-02-22 10:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,10,1,0,rain,0
10982,Ihaste,2026-02-22 10:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,10,1,0,rain,1
10983,Jaamamõisa,2026-02-22 10:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,10,1,0,rain,0
10984,Karlova,2026-02-22 10:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,10,1,0,rain,1
10985,Kesklinn,2026-02-22 10:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,10,1,0,rain,0
10986,Kvissentali,2026-02-22 10:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,10,1,0,rain,0
10987,Maarjamõisa,2026-02-22 10:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,10,1,0,rain,0
10988,Raadi-Kruusamäe,2026-02-22 10:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,10,1,0,rain,0
10989,Ropka,2026-02-22 10:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,10,1,0,rain,0
10990,Ropka tööstuse,2026-02-22 10:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,10,1,0,rain,0
10991,Ränilinn,2026-02-22 10:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,10,1,0,rain,0
10992,Supilinn,2026-02-22 10:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,10,1,0,rain,0
10993,Tammelinn,2026-02-22 10:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,10,1,0,rain,0
10994,Tähtvere,2026-02-22 10:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,10,1,0,rain,0
10995,Vaksali,2026-02-22 10:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,10,1,0,rain,0
10996,Variku,2026-02-22 10:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,10,1,0,rain,0
10997,Veeriku,2026-02-22 10:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,10,1,0,rain,0
10998,Ülejõe,2026-02-22 10:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,10,1,0,rain,1
10999,Annelinn,2026-02-22 11:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,11,1,0,rain,0
11000,Ihaste,2026-02-22 11:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11001,Jaamamõisa,2026-02-22 11:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,11,1,0,rain,0
11002,Karlova,2026-02-22 11:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,11,1,0,rain,0
11003,Kesklinn,2026-02-22 11:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,11,1,0,rain,0
11004,Kvissentali,2026-02-22 11:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11005,Maarjamõisa,2026-02-22 11:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11006,Raadi-Kruusamäe,2026-02-22 11:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11007,Ropka,2026-02-22 11:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,11,1,0,rain,0
11008,Ropka tööstuse,2026-02-22 11:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,11,1,0,rain,0
11009,Ränilinn,2026-02-22 11:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,11,1,0,rain,0
11010,Supilinn,2026-02-22 11:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,11,1,0,rain,0
11011,Tammelinn,2026-02-22 11:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11012,Tähtvere,2026-02-22 11:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,11,1,0,rain,0
11013,Vaksali,2026-02-22 11:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,11,1,0,rain,0
11014,Variku,2026-02-22 11:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,11,1,0,rain,0
11015,Veeriku,2026-02-22 11:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,11,1,0,rain,0
11016,Ülejõe,2026-02-22 11:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,11,1,0,rain,0
11017,Annelinn,2026-02-22 12:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,12,1,0,rain,0
11018,Ihaste,2026-02-22 12:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,12,1,0,rain,1
11019,Jaamamõisa,2026-02-22 12:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,12,1,0,rain,0
11020,Karlova,2026-02-22 12:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,12,1,0,rain,0
11021,Kesklinn,2026-02-22 12:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,12,1,0,rain,0
11022,Kvissentali,2026-02-22 12:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,12,1,0,rain,0
11023,Maarjamõisa,2026-02-22 12:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,12,1,0,rain,0
11024,Raadi-Kruusamäe,2026-02-22 12:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,12,1,0,rain,0
11025,Ropka,2026-02-22 12:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,12,1,0,rain,0
11026,Ropka tööstuse,2026-02-22 12:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,12,1,0,rain,0
11027,Ränilinn,2026-02-22 12:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,12,1,0,rain,1
11028,Supilinn,2026-02-22 12:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,12,1,0,rain,1
11029,Tammelinn,2026-02-22 12:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,12,1,0,rain,0
11030,Tähtvere,2026-02-22 12:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,12,1,0,rain,0
11031,Vaksali,2026-02-22 12:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,12,1,0,rain,0
11032,Variku,2026-02-22 12:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,12,1,0,rain,0
11033,Veeriku,2026-02-22 12:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,12,1,0,rain,0
11034,Ülejõe,2026-02-22 12:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,12,1,0,rain,0
11035,Annelinn,2026-02-22 13:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,13,1,0,rain,0
11036,Ihaste,2026-02-22 13:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11037,Jaamamõisa,2026-02-22 13:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,13,1,0,rain,0
11038,Karlova,2026-02-22 13:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,13,1,0,rain,0
11039,Kesklinn,2026-02-22 13:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,13,1,0,rain,1
11040,Kvissentali,2026-02-22 13:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11041,Maarjamõisa,2026-02-22 13:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11042,Raadi-Kruusamäe,2026-02-22 13:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11043,Ropka,2026-02-22 13:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,13,1,0,rain,0
11044,Ropka tööstuse,2026-02-22 13:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,13,1,0,rain,0
11045,Ränilinn,2026-02-22 13:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,13,1,0,rain,0
11046,Supilinn,2026-02-22 13:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,13,1,0,rain,0
11047,Tammelinn,2026-02-22 13:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11048,Tähtvere,2026-02-22 13:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,13,1,0,rain,0
11049,Vaksali,2026-02-22 13:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,13,1,0,rain,0
11050,Variku,2026-02-22 13:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,13,1,0,rain,0
11051,Veeriku,2026-02-22 13:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,13,1,0,rain,0
11052,Ülejõe,2026-02-22 13:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,13,1,0,rain,0
11053,Annelinn,2026-02-22 14:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,14,1,0,rain,0
11054,Ihaste,2026-02-22 14:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,14,1,0,rain,2
11055,Jaamamõisa,2026-02-22 14:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,14,1,0,rain,0
11056,Karlova,2026-02-22 14:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,14,1,0,rain,0
11057,Kesklinn,2026-02-22 14:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,14,1,0,rain,1
11058,Kvissentali,2026-02-22 14:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,14,1,0,rain,0
11059,Maarjamõisa,2026-02-22 14:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,14,1,0,rain,0
11060,Raadi-Kruusamäe,2026-02-22 14:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,14,1,0,rain,0
11061,Ropka,2026-02-22 14:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,14,1,0,rain,0
11062,Ropka tööstuse,2026-02-22 14:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,14,1,0,rain,0
11063,Ränilinn,2026-02-22 14:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,14,1,0,rain,0
11064,Supilinn,2026-02-22 14:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,14,1,0,rain,0
11065,Tammelinn,2026-02-22 14:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,14,1,0,rain,0
11066,Tähtvere,2026-02-22 14:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,14,1,0,rain,0
11067,Vaksali,2026-02-22 14:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,14,1,0,rain,0
11068,Variku,2026-02-22 14:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,14,1,0,rain,0
11069,Veeriku,2026-02-22 14:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,14,1,0,rain,0
11070,Ülejõe,2026-02-22 14:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,14,1,0,rain,0
11071,Annelinn,2026-02-22 15:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,15,1,0,rain,0
11072,Ihaste,2026-02-22 15:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,15,1,0,rain,1
11073,Jaamamõisa,2026-02-22 15:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,15,1,0,rain,0
11074,Karlova,2026-02-22 15:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,15,1,0,rain,0
11075,Kesklinn,2026-02-22 15:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,15,1,0,rain,0
11076,Kvissentali,2026-02-22 15:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,15,1,0,rain,0
11077,Maarjamõisa,2026-02-22 15:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,15,1,0,rain,0
11078,Raadi-Kruusamäe,2026-02-22 15:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,15,1,0,rain,0
11079,Ropka,2026-02-22 15:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,15,1,0,rain,0
11080,Ropka tööstuse,2026-02-22 15:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,15,1,0,rain,0
11081,Ränilinn,2026-02-22 15:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,15,1,0,rain,0
11082,Supilinn,2026-02-22 15:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,15,1,0,rain,0
11083,Tammelinn,2026-02-22 15:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,15,1,0,rain,0
11084,Tähtvere,2026-02-22 15:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,15,1,0,rain,0
11085,Vaksali,2026-02-22 15:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,15,1,0,rain,0
11086,Variku,2026-02-22 15:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,15,1,0,rain,0
11087,Veeriku,2026-02-22 15:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,15,1,0,rain,0
11088,Ülejõe,2026-02-22 15:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,15,1,0,rain,1
11089,Annelinn,2026-02-22 16:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,16,1,0,rain,0
11090,Ihaste,2026-02-22 16:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11091,Jaamamõisa,2026-02-22 16:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,16,1,0,rain,0
11092,Karlova,2026-02-22 16:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,16,1,0,rain,0
11093,Kesklinn,2026-02-22 16:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,16,1,0,rain,1
11094,Kvissentali,2026-02-22 16:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11095,Maarjamõisa,2026-02-22 16:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11096,Raadi-Kruusamäe,2026-02-22 16:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11097,Ropka,2026-02-22 16:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,16,1,0,rain,1
11098,Ropka tööstuse,2026-02-22 16:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,16,1,0,rain,0
11099,Ränilinn,2026-02-22 16:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,16,1,0,rain,0
11100,Supilinn,2026-02-22 16:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,16,1,0,rain,0
11101,Tammelinn,2026-02-22 16:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11102,Tähtvere,2026-02-22 16:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,16,1,0,rain,0
11103,Vaksali,2026-02-22 16:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,16,1,0,rain,0
11104,Variku,2026-02-22 16:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,16,1,0,rain,0
11105,Veeriku,2026-02-22 16:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,16,1,0,rain,0
11106,Ülejõe,2026-02-22 16:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,16,1,0,rain,0
11107,Annelinn,2026-02-22 17:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,17,1,0,rain,0
11108,Ihaste,2026-02-22 17:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,17,1,0,rain,0
11109,Jaamamõisa,2026-02-22 17:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,17,1,0,rain,0
11110,Karlova,2026-02-22 17:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,17,1,0,rain,0
11111,Kesklinn,2026-02-22 17:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,17,1,0,rain,0
11112,Kvissentali,2026-02-22 17:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,17,1,0,rain,0
11113,Maarjamõisa,2026-02-22 17:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,17,1,0,rain,0
11114,Raadi-Kruusamäe,2026-02-22 17:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,17,1,0,rain,0
11115,Ropka,2026-02-22 17:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,17,1,0,rain,0
11116,Ropka tööstuse,2026-02-22 17:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,17,1,0,rain,0
11117,Ränilinn,2026-02-22 17:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,17,1,0,rain,0
11118,Supilinn,2026-02-22 17:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,17,1,0,rain,0
11119,Tammelinn,2026-02-22 17:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,17,1,0,rain,0
11120,Tähtvere,2026-02-22 17:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,17,1,0,rain,1
11121,Vaksali,2026-02-22 17:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,17,1,0,rain,0
11122,Variku,2026-02-22 17:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,17,1,0,rain,0
11123,Veeriku,2026-02-22 17:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,17,1,0,rain,0
11124,Ülejõe,2026-02-22 17:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,17,1,0,rain,0
11125,Annelinn,2026-02-22 18:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,18,1,0,rain,0
11126,Ihaste,2026-02-22 18:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,18,1,0,rain,0
11127,Jaamamõisa,2026-02-22 18:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,18,1,0,rain,0
11128,Karlova,2026-02-22 18:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,18,1,0,rain,0
11129,Kesklinn,2026-02-22 18:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,18,1,0,rain,1
11130,Kvissentali,2026-02-22 18:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,18,1,0,rain,1
11131,Maarjamõisa,2026-02-22 18:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,18,1,0,rain,0
11132,Raadi-Kruusamäe,2026-02-22 18:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,18,1,0,rain,1
11133,Ropka,2026-02-22 18:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,18,1,0,rain,0
11134,Ropka tööstuse,2026-02-22 18:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,18,1,0,rain,0
11135,Ränilinn,2026-02-22 18:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,18,1,0,rain,1
11136,Supilinn,2026-02-22 18:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,18,1,0,rain,0
11137,Tammelinn,2026-02-22 18:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,18,1,0,rain,0
11138,Tähtvere,2026-02-22 18:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,18,1,0,rain,0
11139,Vaksali,2026-02-22 18:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,18,1,0,rain,0
11140,Variku,2026-02-22 18:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,18,1,0,rain,0
11141,Veeriku,2026-02-22 18:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,18,1,0,rain,0
11142,Ülejõe,2026-02-22 18:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,18,1,0,rain,0
11143,Annelinn,2026-02-22 19:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,19,1,0,rain,0
11144,Ihaste,2026-02-22 19:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11145,Jaamamõisa,2026-02-22 19:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,19,1,0,rain,0
11146,Karlova,2026-02-22 19:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,19,1,0,rain,0
11147,Kesklinn,2026-02-22 19:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,19,1,0,rain,1
11148,Kvissentali,2026-02-22 19:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11149,Maarjamõisa,2026-02-22 19:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11150,Raadi-Kruusamäe,2026-02-22 19:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11151,Ropka,2026-02-22 19:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,19,1,0,rain,0
11152,Ropka tööstuse,2026-02-22 19:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,19,1,0,rain,0
11153,Ränilinn,2026-02-22 19:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,19,1,0,rain,0
11154,Supilinn,2026-02-22 19:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,19,1,0,rain,0
11155,Tammelinn,2026-02-22 19:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11156,Tähtvere,2026-02-22 19:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,19,1,0,rain,0
11157,Vaksali,2026-02-22 19:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,19,1,0,rain,0
11158,Variku,2026-02-22 19:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,19,1,0,rain,0
11159,Veeriku,2026-02-22 19:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,19,1,0,rain,1
11160,Ülejõe,2026-02-22 19:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,19,1,0,rain,0
11161,Annelinn,2026-02-22 20:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,20,1,0,rain,0
11162,Ihaste,2026-02-22 20:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,20,1,0,rain,0
11163,Jaamamõisa,2026-02-22 20:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,20,1,0,rain,0
11164,Karlova,2026-02-22 20:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,20,1,0,rain,0
11165,Kesklinn,2026-02-22 20:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,20,1,0,rain,0
11166,Kvissentali,2026-02-22 20:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,20,1,0,rain,0
11167,Maarjamõisa,2026-02-22 20:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,20,1,0,rain,0
11168,Raadi-Kruusamäe,2026-02-22 20:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,20,1,0,rain,0
11169,Ropka,2026-02-22 20:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,20,1,0,rain,1
11170,Ropka tööstuse,2026-02-22 20:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,20,1,0,rain,1
11171,Ränilinn,2026-02-22 20:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,20,1,0,rain,0
11172,Supilinn,2026-02-22 20:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,20,1,0,rain,0
11173,Tammelinn,2026-02-22 20:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,20,1,0,rain,0
11174,Tähtvere,2026-02-22 20:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,20,1,0,rain,1
11175,Vaksali,2026-02-22 20:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,20,1,0,rain,1
11176,Variku,2026-02-22 20:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,20,1,0,rain,0
11177,Veeriku,2026-02-22 20:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,20,1,0,rain,0
11178,Ülejõe,2026-02-22 20:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,20,1,0,rain,0
11179,Annelinn,2026-02-22 21:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,21,1,1,rain,1
11180,Ihaste,2026-02-22 21:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11181,Jaamamõisa,2026-02-22 21:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,21,1,1,rain,0
11182,Karlova,2026-02-22 21:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,21,1,1,rain,1
11183,Kesklinn,2026-02-22 21:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,21,1,1,rain,4
11184,Kvissentali,2026-02-22 21:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11185,Maarjamõisa,2026-02-22 21:00:00,477,1.133,421,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11186,Raadi-Kruusamäe,2026-02-22 21:00:00,4804,2.828,1699,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11187,Ropka,2026-02-22 21:00:00,4710,1.442,3266,low,mixed,1,1,0,0,Sunday,21,1,1,rain,0
11188,Ropka tööstuse,2026-02-22 21:00:00,2198,3.249,676,low,commercial,1,1,0,0,Sunday,21,1,1,rain,0
11189,Ränilinn,2026-02-22 21:00:00,2189,1.222,1791,medium,mixed,0,0,0,0,Sunday,21,1,1,rain,0
11190,Supilinn,2026-02-22 21:00:00,2307,0.483,4776,low,residential,1,0,1,0,Sunday,21,1,1,rain,0
11191,Tammelinn,2026-02-22 21:00:00,8118,3.182,2551,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11192,Tähtvere,2026-02-22 21:00:00,3158,2.5,1263,low,residential,0,0,0,0,Sunday,21,1,1,rain,0
11193,Vaksali,2026-02-22 21:00:00,3091,0.666,4641,medium,mixed,0,0,1,1,Sunday,21,1,1,rain,0
11194,Variku,2026-02-22 21:00:00,1714,0.761,2252,low,residential,1,0,0,0,Sunday,21,1,1,rain,0
11195,Veeriku,2026-02-22 21:00:00,5070,2.823,1796,medium,residential,0,1,0,0,Sunday,21,1,1,rain,0
11196,Ülejõe,2026-02-22 21:00:00,7559,1.525,4957,medium,mixed,0,1,1,1,Sunday,21,1,1,rain,0
11197,Annelinn,2026-02-22 22:00:00,24981,4.91,5088,medium,residential,1,1,0,0,Sunday,22,1,1,rain,0
11198,Ihaste,2026-02-22 22:00:00,3050,4.8,635,low,residential,0,0,0,0,Sunday,22,1,1,rain,0
11199,Jaamamõisa,2026-02-22 22:00:00,3464,1.5,2309,low,residential,1,1,0,0,Sunday,22,1,1,rain,0
11200,Karlova,2026-02-22 22:00:00,8748,2.683,3261,medium,residential,1,0,1,1,Sunday,22,1,1,rain,2
11201,Kesklinn,2026-02-22 22:00:00,6956,1.799,3867,high,commercial,1,1,1,1,Sunday,22,1,1,rain,2
11202,Kvissentali,2026-02-22 22:00:00,865,1.509,573,low,residential,0,0,0,0,Sunday,22,1,1,rain,0
